11 - точек. Граничное условие по Белоцерковскому (начальные эпюры скоростей)
0      0
0.28   0.064
0.48   0.16
0.62   0.24
0.78   0.42
0.88   0.6
0.94   0.8
0.965  1
0.985  1.4
0.9999   1.88
1      2.36
